srcip,sport,dstip,dsport,proto,dur,sbytes,dbytes,Spkts,Dpkts,attack_cat,label
10.40.0.166,25307,149.171.126.8,53,udp,1.2459,137,7102,20,21,Normal,0
175.45.177.251,29489,149.171.126.2,1852,tcp,0.0149,50,0,1,0,Reconnaissance,1
10.40.0.204,52701,149.171.126.1,53,tcp,0.4885,1480,5321,19,11,Normal,0
10.40.0.253,29188,149.171.126.9,80,tcp,0.1388,3841,4497,8,18,Normal,0
175.45.176.14,38974,149.171.126.1,80,tcp,0.9971,15825,325,61,0,DoS,1
10.40.0.143,50257,149.171.126.4,25,tcp,1.2898,2232,5384,29,6,Normal,0
175.45.176.82,47782,149.171.126.1,80,tcp,0.0188,20386,345,126,0,DoS,1
10.40.0.54,2119,149.171.126.7,443,udp,0.2606,1304,4001,11,5,Normal,0
10.40.0.78,2412,149.171.126.2,53,udp,0.3474,2186,2913,7,9,Normal,0
10.40.0.116,5136,149.171.126.5,25,tcp,0.6133,2617,7143,19,21,Normal,0
10.40.0.91,50238,149.171.126.5,25,tcp,0.2395,1145,1513,19,8,Normal,0
10.40.0.193,37020,149.171.126.3,80,tcp,1.7591,1665,6853,29,27,Normal,0
10.40.0.108,50843,149.171.126.8,443,tcp,0.6328,3887,1758,20,14,Normal,0
175.45.177.115,10002,149.171.126.2,29395,tcp,0.0282,54,0,1,0,Reconnaissance,1
10.40.0.105,62348,149.171.126.6,25,tcp,1.083,3718,5936,10,25,Normal,0
10.40.0.251,43634,149.171.126.9,53,tcp,0.208,1964,7403,9,29,Normal,0
175.45.177.213,48201,149.171.126.2,38023,tcp,0.0142,70,0,1,0,Reconnaissance,1
10.40.0.242,40208,149.171.126.6,25,udp,1.1793,1270,1868,15,28,Normal,0
10.40.0.174,19109,149.171.126.8,53,udp,0.2168,3440,4272,13,7,Normal,0
175.45.177.245,52553,149.171.126.2,25063,tcp,0.0249,53,0,1,0,Reconnaissance,1
175.45.176.137,7364,149.171.126.1,80,tcp,1.0666,9720,90,65,2,DoS,1
10.40.0.21,1605,149.171.126.8,443,udp,1.8474,959,1895,4,3,Normal,0
10.40.0.209,41859,149.171.126.2,80,tcp,0.1602,2456,2687,26,18,Normal,0
175.45.178.218,47813,149.171.126.3,443,tcp,4.8923,6166,4687,38,26,Exploits,1
175.45.180.43,64372,149.171.126.5,1433,tcp,0.5964,4699,1571,12,26,Worms,1
175.45.178.219,1292,149.171.126.3,502,tcp,2.5274,3123,1317,51,25,Exploits,1
10.40.0.165,53309,149.171.126.6,53,udp,0.2613,2432,796,15,19,Normal,0
10.40.0.253,8718,149.171.126.8,443,udp,0.4406,2356,6526,17,2,Normal,0
10.40.0.200,34199,149.171.126.5,80,udp,0.5855,263,5035,23,18,Normal,0
10.40.0.127,51797,149.171.126.2,53,udp,2.6899,3811,5102,19,9,Normal,0
10.40.0.67,46314,149.171.126.7,443,tcp,3.2695,1365,5922,2,7,Normal,0
10.40.0.149,10201,149.171.126.4,443,udp,0.3769,1122,7191,17,24,Normal,0
175.45.176.157,5017,149.171.126.1,80,tcp,1.14,20807,334,154,0,DoS,1
10.40.0.47,42717,149.171.126.7,80,tcp,2.2386,1616,7311,3,27,Normal,0
175.45.176.57,44503,149.171.126.1,80,tcp,0.8545,15153,243,77,4,DoS,1
10.40.0.34,47495,149.171.126.9,80,tcp,1.1726,1387,6253,24,14,Normal,0
175.45.176.43,9899,149.171.126.1,80,tcp,0.7921,19654,352,187,4,DoS,1
10.40.0.101,16332,149.171.126.3,443,tcp,0.6069,356,2424,2,28,Normal,0
10.40.0.209,10712,149.171.126.6,25,udp,3.5898,930,7627,13,29,Normal,0
10.40.0.52,51041,149.171.126.5,443,tcp,0.8448,1850,1442,4,17,Normal,0
10.40.0.70,61289,149.171.126.1,443,tcp,2.5076,1436,5676,29,20,Normal,0
10.40.0.87,30303,149.171.126.8,80,tcp,0.0628,957,4578,23,22,Normal,0
175.45.179.223,54803,149.171.126.4,443,udp,0.577,2000,417,5,5,Fuzzers,1
175.45.177.225,3650,149.171.126.2,47697,tcp,0.0372,73,0,1,0,Reconnaissance,1
10.40.0.209,61556,149.171.126.2,21,tcp,0.2966,392,5178,16,19,Normal,0
10.40.0.82,45160,149.171.126.2,443,udp,0.36,653,4403,3,20,Normal,0
175.45.179.61,42193,149.171.126.4,80,udp,0.7157,2456,748,20,8,Fuzzers,1
175.45.176.9,58292,149.171.126.1,80,tcp,1.0786,14022,225,90,3,DoS,1
175.45.176.111,63355,149.171.126.1,80,tcp,0.8809,14677,290,169,0,DoS,1
175.45.177.6,65154,149.171.126.2,49260,tcp,0.0256,60,0,1,0,Reconnaissance,1
10.40.0.243,9195,149.171.126.1,25,tcp,1.0071,1895,1617,17,19,Normal,0
175.45.178.58,9213,149.171.126.3,443,tcp,2.956,4795,1397,23,22,Exploits,1
10.40.0.200,37783,149.171.126.9,25,udp,0.4442,3055,6865,28,19,Normal,0
175.45.180.136,59449,149.171.126.5,445,tcp,2.9632,2765,1912,26,39,Worms,1
175.45.176.105,3770,149.171.126.1,80,tcp,0.5736,22094,47,185,2,DoS,1
175.45.176.198,45466,149.171.126.1,80,tcp,0.9433,2682,127,183,4,DoS,1
10.40.0.140,24539,149.171.126.1,443,udp,0.363,2728,702,15,21,Normal,0
175.45.176.88,5753,149.171.126.1,80,tcp,0.2829,22562,350,42,1,DoS,1
10.40.0.163,63663,149.171.126.8,53,tcp,0.3326,2814,2564,5,10,Normal,0
175.45.176.105,27127,149.171.126.1,80,tcp,0.4255,5509,200,191,3,DoS,1
175.45.178.189,18298,149.171.126.3,443,tcp,1.1226,3253,2019,44,58,Exploits,1
175.45.176.233,36833,149.171.126.1,80,tcp,0.1675,10473,69,48,4,DoS,1
10.40.0.132,17273,149.171.126.7,443,udp,0.6996,153,2210,18,3,Normal,0
10.40.0.79,19516,149.171.126.4,443,tcp,0.1989,2109,2314,28,10,Normal,0
10.40.0.166,29649,149.171.126.6,443,tcp,0.4145,848,5420,15,5,Normal,0
175.45.176.22,50389,149.171.126.1,80,tcp,1.0371,18138,356,167,1,DoS,1
175.45.178.91,44991,149.171.126.3,8080,tcp,4.6152,5854,2188,45,59,Exploits,1
175.45.176.62,18303,149.171.126.1,80,tcp,0.4527,16009,79,50,4,DoS,1
10.40.0.36,59323,149.171.126.1,21,udp,0.611,2781,1351,3,14,Normal,0
175.45.179.117,60213,149.171.126.4,443,udp,1.3527,1155,335,6,7,Fuzzers,1
175.45.177.113,2835,149.171.126.2,2866,tcp,0.0139,68,0,1,0,Reconnaissance,1
10.40.0.20,6248,149.171.126.4,53,udp,0.1272,2541,946,22,4,Normal,0
175.45.176.164,44669,149.171.126.1,80,tcp,0.1083,16703,123,96,4,DoS,1
175.45.176.105,19208,149.171.126.1,80,tcp,0.1876,13894,266,180,1,DoS,1
10.40.0.210,35976,149.171.126.2,21,tcp,2.375,2515,2116,16,5,Normal,0
175.45.179.81,61294,149.171.126.4,443,udp,1.1948,2267,900,10,9,Fuzzers,1
10.40.0.100,22037,149.171.126.6,80,tcp,0.0545,3545,7872,15,13,Normal,0
10.40.0.184,3684,149.171.126.6,53,tcp,0.0847,2986,1496,26,24,Normal,0
10.40.0.210,9623,149.171.126.1,80,tcp,0.0815,3858,7787,15,7,Normal,0
175.45.176.239,1807,149.171.126.1,80,tcp,0.5114,5639,443,126,0,DoS,1
10.40.0.202,21177,149.171.126.6,25,udp,0.0603,3196,1568,21,7,Normal,0
175.45.178.181,14912,149.171.126.3,502,tcp,4.0314,2184,4375,27,50,Exploits,1
10.40.0.232,45779,149.171.126.8,25,udp,0.3038,1761,1503,13,4,Normal,0
10.40.0.5,33642,149.171.126.3,25,tcp,2.1829,3218,2701,22,12,Normal,0
10.40.0.68,31988,149.171.126.9,53,tcp,1.1433,1878,6237,11,25,Normal,0
175.45.176.77,36803,149.171.126.1,80,tcp,0.9446,8552,488,53,4,DoS,1
10.40.0.25,55495,149.171.126.9,53,udp,0.5948,2289,1616,27,10,Normal,0
10.40.0.102,18209,149.171.126.9,21,tcp,0.0097,1446,6220,4,5,Normal,0
10.40.0.240,17863,149.171.126.9,53,tcp,0.0526,2273,3074,8,29,Normal,0
10.40.0.29,54306,149.171.126.3,80,udp,1.4754,1770,1607,13,13,Normal,0
175.45.180.12,25275,149.171.126.5,1433,tcp,3.3343,1227,912,28,39,Worms,1
10.40.0.236,14376,149.171.126.4,53,udp,2.6263,1253,164,14,16,Normal,0
10.40.0.137,37753,149.171.126.9,21,udp,0.2951,886,5373,4,28,Normal,0
10.40.0.30,34623,149.171.126.7,80,tcp,0.6709,3605,3057,16,13,Normal,0
10.40.0.233,60001,149.171.126.4,21,udp,1.1955,1314,1188,23,4,Normal,0
10.40.0.121,14195,149.171.126.5,53,udp,0.1086,1308,5574,19,24,Normal,0
10.40.0.56,32624,149.171.126.2,53,tcp,0.804,2175,6535,2,6,Normal,0
175.45.178.160,53975,149.171.126.3,502,tcp,3.6144,8204,2172,33,21,Exploits,1
10.40.0.36,28787,149.171.126.4,443,tcp,1.3021,2309,1534,7,14,Normal,0
175.45.178.234,10139,149.171.126.3,8080,tcp,2.2231,8080,1315,31,44,Exploits,1
10.40.0.127,55288,149.171.126.9,21,udp,1.8429,1084,4176,16,26,Normal,0
10.40.0.81,50908,149.171.126.5,80,tcp,0.5192,3427,4485,9,8,Normal,0
10.40.0.29,27485,149.171.126.3,53,tcp,3.1172,3925,7526,22,24,Normal,0
175.45.178.174,34076,149.171.126.3,443,tcp,3.2348,7356,1877,16,30,Exploits,1
10.40.0.246,65234,149.171.126.9,443,tcp,1.2748,385,2636,25,8,Normal,0
10.40.0.206,52084,149.171.126.2,21,udp,1.8332,3924,4694,3,7,Normal,0
10.40.0.127,55802,149.171.126.7,53,udp,4.7787,3840,4785,8,7,Normal,0
10.40.0.140,37543,149.171.126.6,443,tcp,0.223,3093,4161,5,8,Normal,0
10.40.0.56,40973,149.171.126.3,443,udp,2.0112,2635,7634,6,14,Normal,0
175.45.179.89,28156,149.171.126.4,80,udp,0.1556,2040,933,18,3,Fuzzers,1
175.45.177.94,14787,149.171.126.2,30764,tcp,0.0158,74,0,1,0,Reconnaissance,1
175.45.176.63,42521,149.171.126.1,80,tcp,0.6526,19396,356,97,1,DoS,1
10.40.0.163,42640,149.171.126.9,80,tcp,0.264,1325,5710,6,20,Normal,0
10.40.0.57,2939,149.171.126.4,443,tcp,0.311,2317,6728,25,15,Normal,0
10.40.0.153,40590,149.171.126.6,25,udp,1.3758,2298,4104,4,28,Normal,0
10.40.0.216,31994,149.171.126.9,25,udp,0.2822,2036,5360,20,6,Normal,0
10.40.0.59,53003,149.171.126.2,443,tcp,0.8454,3670,6475,23,8,Normal,0
175.45.176.39,48123,149.171.126.1,80,tcp,0.6967,22014,259,183,1,DoS,1
175.45.179.9,30790,149.171.126.4,80,udp,0.2058,2835,932,17,9,Fuzzers,1
175.45.176.60,58347,149.171.126.1,80,tcp,0.3729,20346,361,138,3,DoS,1
10.40.0.35,18498,149.171.126.8,443,tcp,0.498,3206,4277,14,14,Normal,0
175.45.177.131,21366,149.171.126.2,34684,tcp,0.001,43,0,1,0,Reconnaissance,1
10.40.0.211,11819,149.171.126.1,443,tcp,0.2824,1585,4498,9,17,Normal,0
10.40.0.91,33788,149.171.126.5,443,tcp,0.2004,3545,3240,26,9,Normal,0
175.45.177.183,9255,149.171.126.2,38907,tcp,0.0466,72,0,1,0,Reconnaissance,1
175.45.178.64,60977,149.171.126.3,502,tcp,4.5619,3250,1021,56,31,Exploits,1
10.40.0.99,5856,149.171.126.8,80,udp,0.0216,436,3243,5,5,Normal,0
175.45.179.175,39067,149.171.126.4,443,udp,0.2684,1284,798,13,6,Fuzzers,1
175.45.176.227,56400,149.171.126.1,80,tcp,0.0791,21079,372,75,0,DoS,1
10.40.0.197,45057,149.171.126.2,80,udp,2.7462,1538,3659,6,10,Normal,0
10.40.0.1,62382,149.171.126.8,25,tcp,3.5397,2822,7094,13,26,Normal,0
175.45.177.35,36434,149.171.126.2,45648,tcp,0.0207,45,0,1,0,Reconnaissance,1
175.45.176.83,27467,149.171.126.1,80,tcp,0.8274,23011,117,63,3,DoS,1
175.45.178.112,28831,149.171.126.3,8080,tcp,4.9324,2463,1310,48,44,Exploits,1
175.45.179.189,33695,149.171.126.4,80,udp,1.0997,1462,218,6,3,Fuzzers,1
175.45.178.51,43388,149.171.126.3,8080,tcp,1.7718,6292,1944,20,22,Exploits,1
10.40.0.83,33274,149.171.126.9,21,udp,0.1303,3179,4446,28,9,Normal,0
10.40.0.244,52354,149.171.126.7,443,tcp,0.279,737,4178,13,6,Normal,0
10.40.0.214,49727,149.171.126.7,25,tcp,0.1296,371,3781,16,9,Normal,0
175.45.176.188,35113,149.171.126.1,80,tcp,0.3297,2071,64,40,1,DoS,1
10.40.0.25,42753,149.171.126.3,80,tcp,0.9517,2896,4987,8,28,Normal,0
175.45.177.86,17440,149.171.126.2,37700,tcp,0.0002,77,0,1,0,Reconnaissance,1
175.45.178.159,12864,149.171.126.3,443,tcp,3.5139,2623,4741,18,36,Exploits,1
10.40.0.122,61097,149.171.126.4,443,udp,1.2339,3064,6556,14,19,Normal,0
175.45.178.198,44289,149.171.126.3,8080,tcp,2.4342,2948,3238,31,25,Exploits,1
10.40.0.158,57221,149.171.126.8,53,udp,0.4097,879,4595,27,8,Normal,0
10.40.0.146,20393,149.171.126.2,53,udp,0.1003,2622,4908,25,15,Normal,0
10.40.0.58,50879,149.171.126.9,25,udp,2.7488,1878,5705,4,15,Normal,0
10.40.0.38,64031,149.171.126.6,80,tcp,0.3746,2719,5776,14,4,Normal,0
175.45.176.230,13778,149.171.126.1,80,tcp,0.1313,24663,222,58,3,DoS,1
10.40.0.250,6437,149.171.126.7,21,udp,0.6463,2753,4156,10,11,Normal,0
10.40.0.6,23787,149.171.126.9,53,tcp,0.3614,3980,5303,23,16,Normal,0
10.40.0.81,3232,149.171.126.9,53,tcp,0.0186,1132,3429,2,29,Normal,0
175.45.177.155,48404,149.171.126.2,38793,tcp,0.0306,63,0,1,0,Reconnaissance,1
10.40.0.32,9907,149.171.126.8,443,udp,0.3497,433,7560,16,4,Normal,0
175.45.177.214,15517,149.171.126.2,40801,tcp,0.0004,59,0,1,0,Reconnaissance,1
175.45.179.57,4210,149.171.126.4,443,udp,1.2724,1945,428,24,4,Fuzzers,1
10.40.0.21,64948,149.171.126.9,21,udp,0.7894,601,2677,8,26,Normal,0
10.40.0.103,56861,149.171.126.7,53,udp,1.4499,3071,3757,29,17,Normal,0
10.40.0.3,33310,149.171.126.6,443,tcp,0.2011,832,4350,13,21,Normal,0
10.40.0.17,35005,149.171.126.9,21,udp,1.3535,1386,6445,28,9,Normal,0
10.40.0.102,33088,149.171.126.7,53,udp,0.2493,3157,6579,21,22,Normal,0
10.40.0.83,50584,149.171.126.2,80,tcp,0.0631,1951,6301,28,5,Normal,0
10.40.0.223,23193,149.171.126.9,53,tcp,0.3194,3574,941,15,11,Normal,0
175.45.179.44,15798,149.171.126.4,443,udp,1.4409,2730,530,10,7,Fuzzers,1
10.40.0.110,35753,149.171.126.3,25,tcp,2.5059,3796,347,15,28,Normal,0
10.40.0.237,49983,149.171.126.5,80,tcp,3.5419,2062,6667,11,15,Normal,0
175.45.180.36,28592,149.171.126.5,1433,tcp,3.7331,2467,2780,36,35,Worms,1
10.40.0.119,47815,149.171.126.3,443,tcp,0.3947,997,4061,28,6,Normal,0
10.40.0.102,62401,149.171.126.7,53,udp,2.2159,113,234,22,14,Normal,0
10.40.0.152,63709,149.171.126.6,443,tcp,0.184,1511,5832,11,14,Normal,0
10.40.0.81,10095,149.171.126.4,80,udp,1.1127,1535,2265,27,15,Normal,0
175.45.176.75,39061,149.171.126.1,80,tcp,0.9023,11450,443,115,1,DoS,1
175.45.177.107,54695,149.171.126.2,16287,tcp,0.0302,43,0,1,0,Reconnaissance,1
10.40.0.193,11832,149.171.126.3,80,udp,0.0374,1979,1294,11,21,Normal,0
175.45.177.215,22287,149.171.126.2,46478,tcp,0.0065,70,0,1,0,Reconnaissance,1
10.40.0.220,19993,149.171.126.3,25,udp,0.5035,528,5230,13,9,Normal,0
175.45.179.96,30532,149.171.126.4,443,udp,0.7473,661,802,12,2,Fuzzers,1
175.45.178.134,21038,149.171.126.3,502,tcp,4.3845,5600,3526,39,57,Exploits,1
10.40.0.26,37132,149.171.126.7,25,udp,0.6507,2096,1722,21,12,Normal,0
10.40.0.207,3726,149.171.126.5,443,udp,0.9199,3979,5376,22,12,Normal,0
10.40.0.9,64709,149.171.126.5,25,tcp,0.4096,3390,6707,4,29,Normal,0
10.40.0.2,38180,149.171.126.5,25,udp,0.4718,962,4290,2,25,Normal,0
10.40.0.161,15210,149.171.126.9,21,udp,1.2082,3826,2305,6,10,Normal,0
10.40.0.185,6393,149.171.126.1,25,udp,0.4332,1547,3864,24,7,Normal,0
10.40.0.64,52666,149.171.126.9,25,udp,0.1471,3609,3529,10,20,Normal,0
10.40.0.111,56071,149.171.126.1,25,udp,0.6911,383,5882,25,15,Normal,0
10.40.0.185,20976,149.171.126.8,21,tcp,0.3697,3005,6537,6,20,Normal,0
10.40.0.81,4685,149.171.126.8,25,udp,0.4887,2695,3006,27,10,Normal,0
175.45.177.109,32211,149.171.126.2,34430,tcp,0.0015,50,0,1,0,Reconnaissance,1
10.40.0.20,3753,149.171.126.3,53,tcp,0.1234,2063,7775,7,16,Normal,0
175.45.176.241,56120,149.171.126.1,80,tcp,0.1061,24905,454,98,3,DoS,1
10.40.0.167,3735,149.171.126.1,21,udp,0.3705,2794,7214,8,15,Normal,0
10.40.0.93,9461,149.171.126.5,443,udp,0.2808,1637,6982,25,10,Normal,0
175.45.177.147,32888,149.171.126.2,34089,tcp,0.0413,42,0,1,0,Reconnaissance,1
10.40.0.120,10832,149.171.126.3,25,tcp,0.057,1917,4498,19,9,Normal,0
10.40.0.187,62499,149.171.126.1,443,tcp,0.9228,2542,7046,28,25,Normal,0
175.45.176.230,51884,149.171.126.1,80,tcp,0.0579,6376,80,141,2,DoS,1
175.45.177.228,32361,149.171.126.2,39809,tcp,0.0099,78,0,1,0,Reconnaissance,1
175.45.179.79,44727,149.171.126.4,443,udp,0.321,507,440,23,9,Fuzzers,1
10.40.0.245,52352,149.171.126.2,53,tcp,0.4003,3312,4003,20,22,Normal,0
10.40.0.44,29175,149.171.126.4,80,tcp,0.8966,2155,7877,25,10,Normal,0
175.45.178.156,55535,149.171.126.3,8080,tcp,2.3124,3806,4570,26,33,Exploits,1
10.40.0.38,59509,149.171.126.5,443,udp,0.5434,1829,1654,17,9,Normal,0
175.45.176.6,51111,149.171.126.1,80,tcp,1.0627,4909,493,102,4,DoS,1
10.40.0.229,13572,149.171.126.8,21,tcp,0.1088,2591,5838,3,11,Normal,0
175.45.178.183,10372,149.171.126.3,502,tcp,3.8073,4719,4064,33,31,Exploits,1
175.45.176.156,62229,149.171.126.1,80,tcp,1.1833,8379,279,185,4,DoS,1
10.40.0.250,64752,149.171.126.4,443,tcp,0.1841,3319,5960,10,21,Normal,0
10.40.0.119,38625,149.171.126.9,443,udp,0.5297,3937,3461,12,29,Normal,0
175.45.177.186,61367,149.171.126.2,31974,tcp,0.0368,79,0,1,0,Reconnaissance,1
10.40.0.173,32552,149.171.126.2,80,udp,0.1851,1952,3456,7,7,Normal,0
10.40.0.239,18406,149.171.126.3,80,tcp,0.4271,1991,2535,28,18,Normal,0
175.45.180.76,62998,149.171.126.5,1433,tcp,2.7944,2418,1529,36,26,Worms,1
10.40.0.213,32016,149.171.126.7,443,udp,0.234,3289,639,24,11,Normal,0
175.45.178.78,53141,149.171.126.3,443,tcp,3.7306,3763,1146,45,56,Exploits,1
10.40.0.190,46520,149.171.126.7,53,udp,0.1349,2528,4561,2,21,Normal,0
10.40.0.139,30696,149.171.126.1,21,udp,0.8628,2217,1123,23,28,Normal,0
175.45.176.129,62633,149.171.126.1,80,tcp,1.0017,24010,148,118,0,DoS,1
10.40.0.109,5513,149.171.126.5,25,udp,0.1138,2445,6913,22,26,Normal,0
10.40.0.171,65345,149.171.126.3,21,tcp,0.3308,1212,5454,4,11,Normal,0
10.40.0.102,30031,149.171.126.9,21,udp,0.6299,1165,5598,2,6,Normal,0
175.45.176.143,42873,149.171.126.1,80,tcp,0.085,22003,168,165,1,DoS,1
10.40.0.126,31403,149.171.126.5,25,udp,0.6891,2622,1905,2,14,Normal,0
10.40.0.205,21637,149.171.126.2,443,udp,0.579,2731,2675,14,25,Normal,0
175.45.180.4,22626,149.171.126.5,1433,tcp,3.7189,1266,1425,11,15,Worms,1
10.40.0.67,35458,149.171.126.7,21,udp,0.6568,749,5931,25,4,Normal,0
10.40.0.151,11248,149.171.126.7,53,udp,0.8682,3524,1093,18,6,Normal,0
10.40.0.30,37668,149.171.126.8,80,udp,0.4216,1671,7859,9,27,Normal,0
10.40.0.200,7959,149.171.126.5,21,udp,0.5992,1302,945,17,25,Normal,0
175.45.177.15,19464,149.171.126.2,10142,tcp,0.0313,46,0,1,0,Reconnaissance,1
10.40.0.249,63370,149.171.126.1,80,tcp,1.752,3727,5996,4,22,Normal,0
10.40.0.220,1923,149.171.126.1,53,udp,2.451,852,3993,3,29,Normal,0
10.40.0.69,23073,149.171.126.9,53,tcp,0.6401,2461,7042,12,11,Normal,0
175.45.176.235,45478,149.171.126.1,80,tcp,1.0294,13597,282,58,4,DoS,1
175.45.176.136,35035,149.171.126.1,80,tcp,0.6294,5383,297,80,3,DoS,1
175.45.177.164,45363,149.171.126.2,53662,tcp,0.0036,50,0,1,0,Reconnaissance,1
175.45.177.139,52820,149.171.126.2,33308,tcp,0.0173,55,0,1,0,Reconnaissance,1
10.40.0.125,20569,149.171.126.3,25,tcp,0.6671,1539,4773,5,5,Normal,0
10.40.0.174,32732,149.171.126.9,443,udp,3.0453,146,2091,5,14,Normal,0
10.40.0.111,60986,149.171.126.7,25,tcp,0.3956,519,5410,9,7,Normal,0
10.40.0.219,60479,149.171.126.4,25,udp,0.7341,3472,1077,19,15,Normal,0
175.45.177.116,11481,149.171.126.2,18568,tcp,0.0014,73,0,1,0,Reconnaissance,1
10.40.0.29,53694,149.171.126.1,25,udp,0.473,863,442,9,20,Normal,0
10.40.0.133,11456,149.171.126.1,443,tcp,0.5859,3098,2022,29,16,Normal,0
10.40.0.116,7876,149.171.126.1,80,tcp,1.5272,180,6578,24,13,Normal,0
10.40.0.43,11490,149.171.126.7,80,tcp,1.9913,3120,324,28,20,Normal,0
10.40.0.79,41908,149.171.126.3,25,tcp,0.599,280,5387,7,15,Normal,0
175.45.178.111,8742,149.171.126.3,502,tcp,4.7146,5533,3837,55,58,Exploits,1
10.40.0.73,57134,149.171.126.4,25,tcp,1.2233,1773,6372,19,14,Normal,0
175.45.176.221,42781,149.171.126.1,80,tcp,0.2676,15596,426,132,1,DoS,1
10.40.0.56,7514,149.171.126.8,443,tcp,0.9647,2888,2596,29,15,Normal,0
10.40.0.221,24192,149.171.126.1,80,tcp,0.6096,2112,4294,18,18,Normal,0
10.40.0.150,3278,149.171.126.6,53,tcp,0.4179,1038,927,14,2,Normal,0
10.40.0.58,59502,149.171.126.9,443,udp,0.6658,3263,1290,25,4,Normal,0
10.40.0.159,9827,149.171.126.4,80,udp,0.3774,2218,7231,23,2,Normal,0
175.45.178.188,36000,149.171.126.3,502,tcp,1.6809,8597,4754,40,30,Exploits,1
10.40.0.59,56713,149.171.126.3,25,udp,1.7923,1464,3445,3,24,Normal,0
10.40.0.117,44006,149.171.126.5,80,tcp,1.5128,181,7676,3,22,Normal,0
10.40.0.80,59352,149.171.126.4,53,tcp,1.3697,2094,2061,17,5,Normal,0
10.40.0.12,44074,149.171.126.3,443,udp,2.7446,3173,4449,18,14,Normal,0
175.45.176.78,30117,149.171.126.1,80,tcp,1.1854,16922,477,187,3,DoS,1
175.45.176.124,59968,149.171.126.1,80,tcp,1.1236,11608,347,146,3,DoS,1
175.45.176.49,17253,149.171.126.1,80,tcp,0.8592,8065,218,135,0,DoS,1
10.40.0.96,27504,149.171.126.8,80,udp,2.5926,2378,7452,15,6,Normal,0
175.45.176.229,54416,149.171.126.1,80,tcp,0.5267,18074,308,180,3,DoS,1
10.40.0.141,60175,149.171.126.9,80,udp,0.2845,3534,4696,8,26,Normal,0
10.40.0.238,34971,149.171.126.1,443,udp,1.5918,2311,3054,3,6,Normal,0
175.45.177.209,58651,149.171.126.2,59466,tcp,0.0182,40,0,1,0,Reconnaissance,1
175.45.176.214,41927,149.171.126.1,80,tcp,0.0878,22716,340,63,0,DoS,1
10.40.0.245,58043,149.171.126.4,21,tcp,0.3885,453,1246,18,7,Normal,0
175.45.179.198,64358,149.171.126.4,80,udp,1.8224,693,664,22,8,Fuzzers,1
10.40.0.196,46912,149.171.126.9,443,udp,0.3903,1977,1783,6,14,Normal,0
10.40.0.243,8532,149.171.126.8,53,tcp,0.2178,3352,3586,6,27,Normal,0
10.40.0.220,6960,149.171.126.5,25,tcp,1.2896,684,7018,6,3,Normal,0
175.45.176.127,18921,149.171.126.1,80,tcp,0.0347,7141,101,58,3,DoS,1
175.45.179.117,38661,149.171.126.4,443,udp,0.2506,618,800,14,8,Fuzzers,1
10.40.0.242,45269,149.171.126.8,21,tcp,1.0583,2982,2064,26,22,Normal,0
175.45.176.108,52229,149.171.126.1,80,tcp,1.0052,8176,18,165,1,DoS,1
10.40.0.8,32463,149.171.126.5,443,tcp,1.7182,464,4755,12,18,Normal,0
10.40.0.222,19001,149.171.126.9,25,udp,0.3735,204,282,14,28,Normal,0
175.45.176.202,54442,149.171.126.1,80,tcp,1.1799,14279,349,174,3,DoS,1
175.45.177.135,21333,149.171.126.2,24881,tcp,0.0062,58,0,1,0,Reconnaissance,1
10.40.0.29,55307,149.171.126.4,25,udp,0.1532,2977,4505,4,26,Normal,0
10.40.0.132,57570,149.171.126.1,443,tcp,2.0657,1128,7772,4,29,Normal,0
175.45.177.67,33569,149.171.126.2,656,tcp,0.0316,49,0,1,0,Reconnaissance,1
10.40.0.83,24371,149.171.126.4,21,tcp,1.7096,1715,2973,5,9,Normal,0
175.45.178.205,59441,149.171.126.3,8080,tcp,2.2081,3377,2210,34,48,Exploits,1
10.40.0.97,41516,149.171.126.4,25,udp,0.1475,1540,7175,22,13,Normal,0
10.40.0.23,55166,149.171.126.7,25,tcp,0.7139,2429,5070,18,26,Normal,0
10.40.0.246,3066,149.171.126.8,21,tcp,1.6111,3377,3181,20,27,Normal,0
10.40.0.212,56476,149.171.126.4,25,udp,0.945,241,3987,16,24,Normal,0
175.45.178.246,18630,149.171.126.3,443,tcp,2.4886,2799,3922,49,33,Exploits,1
175.45.179.178,34109,149.171.126.4,443,udp,1.5328,2013,714,17,3,Fuzzers,1
175.45.179.141,13639,149.171.126.4,443,udp,1.08,1971,818,15,8,Fuzzers,1
10.40.0.126,36949,149.171.126.6,443,tcp,0.3374,1838,3037,9,3,Normal,0
10.40.0.36,65421,149.171.126.3,80,udp,0.9527,2247,769,25,24,Normal,0
175.45.176.54,22289,149.171.126.1,80,tcp,1.1825,20539,458,163,3,DoS,1
10.40.0.108,6278,149.171.126.1,443,tcp,2.0541,1251,7446,23,3,Normal,0
10.40.0.204,6344,149.171.126.7,21,tcp,0.4455,3349,653,18,21,Normal,0
175.45.178.31,56689,149.171.126.3,8080,tcp,1.1241,6853,3996,35,49,Exploits,1
10.40.0.76,12728,149.171.126.9,21,udp,1.326,3236,5961,10,23,Normal,0
10.40.0.110,13798,149.171.126.6,53,udp,0.6243,622,7211,15,20,Normal,0
10.40.0.51,23200,149.171.126.1,443,tcp,0.066,1749,6851,3,26,Normal,0
10.40.0.60,26067,149.171.126.4,25,tcp,0.8456,2705,2192,21,28,Normal,0
