Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Packets/s,Source IP,Destination IP,Label
80,259473,1861,0,141104,0,7169.45,185.220.229.27,10.0.0.1,DDoS
8080,2621134,5,3,2163,1025,3.05,192.168.1.160,10.0.0.1,BENIGN
80,25303645,18,3,670,104,0.71,45.154.255.237,10.0.0.1,DoS Hulk
8080,917122,2,13,333,17136,16.34,192.168.1.77,10.0.0.6,BENIGN
21,501137,17,15,2119,1626,67.71,103.203.57.66,10.0.0.4,SSH-Patator
8080,3759258,21,18,2846,9644,10.37,192.168.1.75,10.0.0.9,BENIGN
80,274468,13,21,5040,4460,123.43,192.168.1.173,10.0.0.5,BENIGN
443,1823274,15,29,5575,23103,24.12,192.168.1.223,10.0.0.7,BENIGN
443,4929359,7,33,740,36365,8.11,192.168.1.19,10.0.0.7,BENIGN
22,1084364,2,22,385,25534,22.11,192.168.1.158,10.0.0.5,BENIGN
80,18297433,73,3,6040,86,3.99,45.154.255.157,10.0.0.1,DoS Hulk
22,818219,26,20,9161,7701,56.15,192.168.1.75,10.0.0.3,BENIGN
8443,5027143,68,48,62602,30285,27.05,198.51.100.227,10.0.0.3,Infiltration
554,1296829,10,16,5052,4348,20.03,192.168.1.108,10.0.0.7,BENIGN
53,981288,18,3,6882,4092,21.38,192.168.1.152,10.0.0.9,BENIGN
41486,630,1,0,56,0,2739.59,194.26.29.143,10.0.0.2,PortScan
554,610278,9,8,4242,9178,27.81,192.168.1.74,10.0.0.7,BENIGN
80,1012707,2,29,446,39023,30.58,192.168.1.70,10.0.0.9,BENIGN
554,261518,15,30,6354,32609,171.42,192.168.1.185,10.0.0.7,BENIGN
554,250451,4,25,1648,30199,115.33,192.168.1.187,10.0.0.4,BENIGN
80,1058639,23,16,3005,21106,36.8,192.168.1.154,10.0.0.7,BENIGN
8080,63036,1271,0,74872,0,20130.99,185.220.94.115,10.0.0.1,DDoS
80,173464,1038,0,51854,0,5980.47,185.220.56.13,10.0.0.1,DDoS
22,549331,6,2,2548,514,14.54,192.168.1.137,10.0.0.1,BENIGN
8080,194500,930,0,70537,0,4779.03,185.220.25.173,10.0.0.1,DDoS
7074,1817,2,0,51,0,1042.92,194.26.29.250,10.0.0.2,PortScan
8080,163058,7,38,3194,52568,274.29,192.168.1.97,10.0.0.5,BENIGN
443,388346,1453,0,83493,0,3740.54,185.220.83.198,10.0.0.1,DDoS
554,5101351,27,10,3670,5187,7.25,192.168.1.81,10.0.0.2,BENIGN
53,2253711,7,22,2612,13786,12.86,192.168.1.54,10.0.0.8,BENIGN
443,211629,1042,0,54280,0,4921.38,185.220.28.36,10.0.0.1,DDoS
22,677900,28,19,2388,13784,69.23,192.168.1.190,10.0.0.8,BENIGN
8080,3819893,30,12,10250,6390,10.99,192.168.1.37,10.0.0.2,BENIGN
554,2101621,18,20,7755,21202,18.07,192.168.1.225,10.0.0.8,BENIGN
27116,4808,1,0,55,0,407.48,194.26.29.129,10.0.0.2,PortScan
8080,123256,662,0,34270,0,5366.55,185.220.163.28,10.0.0.1,DDoS
443,3418451,4,33,664,22403,10.82,192.168.1.136,10.0.0.9,BENIGN
80,2116206,29,22,7930,8759,24.09,192.168.1.173,10.0.0.8,BENIGN
443,1298043,33,23,11632,23620,43.11,192.168.1.170,10.0.0.1,BENIGN
80,28228054,49,1,3264,60,1.74,45.154.255.174,10.0.0.1,DoS Hulk
443,714767,25,37,11290,7587,86.62,192.168.1.228,10.0.0.3,BENIGN
80,2002135,7,37,1684,45802,21.97,192.168.1.39,10.0.0.4,BENIGN
80,13767607,71,3,4681,104,5.16,45.154.255.194,10.0.0.1,DoS Hulk
80,636420,27,12,12709,8680,61.18,192.168.1.200,10.0.0.8,BENIGN
502,11077435,82,51,92833,26583,14.8,198.51.100.35,10.0.0.3,Infiltration
38335,2506,2,0,57,0,767.35,194.26.29.194,10.0.0.2,PortScan
22,2950586,32,3,15577,817,11.86,192.168.1.113,10.0.0.6,BENIGN
8080,2391292,5,29,2345,31831,14.21,192.168.1.15,10.0.0.8,BENIGN
554,652129,26,36,11741,5660,94.93,192.168.1.94,10.0.0.5,BENIGN
53,6879182,6,5,1012,2533,1.6,192.168.1.130,10.0.0.4,BENIGN
80,1405175,26,25,2644,26507,36.27,192.168.1.178,10.0.0.9,BENIGN
80,18360388,26,2,2195,171,1.42,45.154.255.92,10.0.0.1,DoS Hulk
8080,1014316,7,22,2167,22121,28.56,192.168.1.78,10.0.0.3,BENIGN
8080,1396090,2,7,383,4058,6.44,192.168.1.229,10.0.0.7,BENIGN
8080,2135797,32,32,14673,26686,29.95,192.168.1.149,10.0.0.6,BENIGN
21,1612089,23,20,2068,2265,28.52,103.203.57.35,10.0.0.4,SSH-Patator
80,327768,6,19,3061,26107,76.04,192.168.1.237,10.0.0.5,BENIGN
502,6971824,52,61,39600,40699,14.92,198.51.100.243,10.0.0.3,Infiltration
80,3324476,33,13,8680,12934,13.83,192.168.1.184,10.0.0.2,BENIGN
53,1718927,26,39,10194,43338,37.79,192.168.1.17,10.0.0.7,BENIGN
53,3124222,3,24,332,24894,8.64,192.168.1.21,10.0.0.7,BENIGN
22,106170,27,10,6990,7615,345.25,192.168.1.192,10.0.0.1,BENIGN
80,7687169,62,3,5022,186,8.06,45.154.255.26,10.0.0.1,DoS Hulk
80,3482831,29,34,13685,40221,18.08,192.168.1.150,10.0.0.6,BENIGN
80,1304515,19,35,3764,42873,41.36,192.168.1.81,10.0.0.6,BENIGN
53,1532367,7,36,2550,5414,28.04,192.168.1.100,10.0.0.1,BENIGN
8080,842210,6,25,2817,12582,36.76,192.168.1.167,10.0.0.6,BENIGN
8080,53941,627,0,33171,0,11602.28,185.220.143.51,10.0.0.1,DDoS
554,3607573,12,33,3993,33031,12.47,192.168.1.71,10.0.0.6,BENIGN
8080,759978,3,26,493,16034,38.11,192.168.1.80,10.0.0.9,BENIGN
22,136751,22,29,6034,39742,370.23,192.168.1.117,10.0.0.5,BENIGN
80,842003,33,39,11074,50389,85.41,192.168.1.141,10.0.0.3,BENIGN
8080,1072719,24,29,1946,16190,49.36,192.168.1.197,10.0.0.8,BENIGN
443,1416298,9,16,2705,8783,17.64,192.168.1.113,10.0.0.1,BENIGN
443,9715835,79,41,69333,54443,16.26,198.51.100.217,10.0.0.3,Infiltration
80,25912305,12,2,652,183,0.46,45.154.255.46,10.0.0.1,DoS Hulk
8080,130359,13,34,2778,25547,357.8,192.168.1.175,10.0.0.8,BENIGN
53,81647,9,13,2052,16090,266.19,192.168.1.28,10.0.0.3,BENIGN
80,1255564,7,26,508,16694,26.26,192.168.1.67,10.0.0.4,BENIGN
80,3989929,16,22,1978,18936,9.52,192.168.1.110,10.0.0.5,BENIGN
8080,8433923,25,29,5287,26128,6.4,192.168.1.24,10.0.0.1,BENIGN
443,7806826,86,59,56658,61505,22.03,198.51.100.217,10.0.0.3,Infiltration
80,8902588,26,4,1220,128,2.92,45.154.255.84,10.0.0.1,DoS Hulk
80,4051431,9,27,1805,19648,8.88,192.168.1.191,10.0.0.1,BENIGN
8443,14575410,33,51,23321,16862,4.53,198.51.100.222,10.0.0.3,Infiltration
53,183579,3,14,497,5076,92.1,192.168.1.146,10.0.0.1,BENIGN
443,454697,23,25,6931,28533,105.33,192.168.1.100,10.0.0.5,BENIGN
80,409100,24,24,2353,32799,117.04,192.168.1.175,10.0.0.7,BENIGN
443,1525905,21,21,8304,7155,27.51,192.168.1.237,10.0.0.6,BENIGN
80,1792702,19,14,5528,16544,18.4,192.168.1.124,10.0.0.6,BENIGN
22,853682,21,9,4460,5044,35.1,192.168.1.160,10.0.0.5,BENIGN
43855,2674,1,0,43,0,720.87,194.26.29.107,10.0.0.2,PortScan
8080,318049,1035,0,54035,0,3253.19,185.220.8.228,10.0.0.1,DDoS
22,1158782,12,33,3241,20064,38.8,192.168.1.90,10.0.0.5,BENIGN
8080,343243,19,29,8026,9450,139.44,192.168.1.80,10.0.0.3,BENIGN
443,6121254,8,14,809,11509,3.59,192.168.1.137,10.0.0.3,BENIGN
22,2809238,24,18,10101,22816,14.95,192.168.1.16,10.0.0.6,BENIGN
22,1158584,9,8,1002,7307,14.66,192.168.1.136,10.0.0.3,BENIGN
22,3973790,3,20,1044,22103,5.79,192.168.1.214,10.0.0.5,BENIGN
8080,3257013,7,16,3230,10547,7.06,192.168.1.27,10.0.0.3,BENIGN
554,686264,10,12,3260,11760,32.01,192.168.1.212,10.0.0.1,BENIGN
443,1652193,22,27,8343,17346,29.64,192.168.1.102,10.0.0.6,BENIGN
8080,541961,21,36,4369,42511,104.98,192.168.1.129,10.0.0.9,BENIGN
22,320841,33,33,15634,21277,205.07,192.168.1.189,10.0.0.8,BENIGN
554,83529,17,39,1542,16776,662.49,192.168.1.33,10.0.0.9,BENIGN
443,4027679,30,34,5335,34321,15.89,192.168.1.128,10.0.0.4,BENIGN
33320,207,1,0,40,0,6499.99,194.26.29.89,10.0.0.2,PortScan
80,926772,7,27,2266,25195,36.65,192.168.1.141,10.0.0.6,BENIGN
80,650782,13,20,1581,3548,50.63,192.168.1.106,10.0.0.6,BENIGN
8080,946247,10,11,877,13891,22.17,192.168.1.24,10.0.0.2,BENIGN
8080,33974,3,27,404,10891,857.76,192.168.1.24,10.0.0.2,BENIGN
443,891146,11,3,3002,2587,15.69,192.168.1.231,10.0.0.7,BENIGN
554,1405700,21,18,1420,16771,27.72,192.168.1.156,10.0.0.3,BENIGN
8080,540240,27,32,1756,29663,109.01,192.168.1.85,10.0.0.8,BENIGN
443,899600,15,29,4609,30776,48.86,192.168.1.105,10.0.0.3,BENIGN
53,362506,2,2,898,981,11.0,192.168.1.109,10.0.0.3,BENIGN
80,12699084,75,1,3316,162,5.91,45.154.255.218,10.0.0.1,DoS Hulk
443,933512,15,38,3205,29607,56.71,192.168.1.48,10.0.0.2,BENIGN
80,20067026,62,1,1951,192,3.09,45.154.255.90,10.0.0.1,DoS Hulk
8080,233324,30,32,10281,29908,264.59,192.168.1.26,10.0.0.8,BENIGN
22,1464848,30,25,6850,24233,37.52,192.168.1.144,10.0.0.4,BENIGN
554,1520517,9,36,1938,17068,29.58,192.168.1.88,10.0.0.2,BENIGN
8080,227778,18,34,8469,8418,227.29,192.168.1.22,10.0.0.3,BENIGN
53,1729974,11,30,2482,14016,23.69,192.168.1.131,10.0.0.6,BENIGN
443,184849,803,0,35559,0,4341.72,185.220.102.174,10.0.0.1,DDoS
8080,3613352,22,4,10059,4420,7.19,192.168.1.12,10.0.0.1,BENIGN
443,1634363,10,23,4562,18401,20.18,192.168.1.92,10.0.0.7,BENIGN
80,905303,29,18,14561,20313,51.86,192.168.1.237,10.0.0.6,BENIGN
80,27484860,78,2,2534,97,2.84,45.154.255.191,10.0.0.1,DoS Hulk
22,334638,13,4,4915,1576,50.65,192.168.1.75,10.0.0.5,BENIGN
80,18468924,43,3,3319,111,2.33,45.154.255.205,10.0.0.1,DoS Hulk
80,7705,11,6,861,4748,1952.88,192.168.1.90,10.0.0.1,BENIGN
8080,413258,2051,0,85051,0,4961.79,185.220.200.198,10.0.0.1,DDoS
502,12435188,77,39,90831,29389,12.38,198.51.100.66,10.0.0.3,Infiltration
53,2831868,13,17,2450,5792,10.59,192.168.1.55,10.0.0.5,BENIGN
36219,774,1,0,42,0,2286.94,194.26.29.99,10.0.0.2,PortScan
22,1221876,2,9,233,7747,9.0,192.168.1.76,10.0.0.9,BENIGN
80,5471822,24,8,11780,7710,5.85,192.168.1.105,10.0.0.3,BENIGN
554,4303591,11,36,3923,26930,10.92,192.168.1.161,10.0.0.1,BENIGN
22,2508,32,39,9182,35092,20235.87,192.168.1.213,10.0.0.5,BENIGN
554,3751943,34,14,3695,2967,12.79,192.168.1.91,10.0.0.5,BENIGN
22,603487,34,29,7625,40565,104.22,192.168.1.232,10.0.0.2,BENIGN
80,20244992,37,4,1788,143,1.83,45.154.255.220,10.0.0.1,DoS Hulk
34341,2003,1,0,46,0,950.95,194.26.29.179,10.0.0.2,PortScan
443,913319,17,27,5765,22409,48.12,192.168.1.112,10.0.0.8,BENIGN
443,929736,24,9,2921,9038,35.46,192.168.1.134,10.0.0.7,BENIGN
36221,4995,2,0,51,0,392.53,194.26.29.244,10.0.0.2,PortScan
443,745737,28,9,7508,9352,49.55,192.168.1.71,10.0.0.2,BENIGN
22,255906,3,32,1436,29442,136.24,192.168.1.124,10.0.0.4,BENIGN
53,679112,13,36,5639,14193,72.05,192.168.1.92,10.0.0.5,BENIGN
8080,4052566,17,27,6408,12459,10.85,192.168.1.11,10.0.0.7,BENIGN
554,1279409,18,27,3850,34235,35.15,192.168.1.69,10.0.0.5,BENIGN
64588,1256,2,0,44,0,1474.45,194.26.29.82,10.0.0.2,PortScan
53,255680,24,24,5018,14301,187.0,192.168.1.236,10.0.0.2,BENIGN
80,81332,31,39,9066,17907,850.21,192.168.1.212,10.0.0.5,BENIGN
80,22109400,73,3,6881,100,3.3,45.154.255.83,10.0.0.1,DoS Hulk
80,538037,13,27,2652,19543,74.21,192.168.1.177,10.0.0.9,BENIGN
554,715981,15,10,1938,11464,34.87,192.168.1.30,10.0.0.6,BENIGN
80,501153,10,2,1091,2229,23.9,192.168.1.112,10.0.0.6,BENIGN
554,1824023,24,37,9632,34567,33.42,192.168.1.67,10.0.0.8,BENIGN
22,523659,19,31,3528,34597,95.3,192.168.1.233,10.0.0.3,BENIGN
22,1260861,28,32,5561,20003,47.55,192.168.1.213,10.0.0.7,BENIGN
26213,2542,2,0,54,0,756.92,194.26.29.232,10.0.0.2,PortScan
22,502009,17,13,2172,2421,67.59,103.203.57.218,10.0.0.4,SSH-Patator
80,24740579,66,1,3168,178,2.67,45.154.255.125,10.0.0.1,DoS Hulk
53,993051,30,35,2159,5581,65.39,192.168.1.158,10.0.0.8,BENIGN
80,272056,2151,0,152484,0,7903.53,185.220.64.160,10.0.0.1,DDoS
22,265209,21,11,7553,8013,120.21,192.168.1.239,10.0.0.7,BENIGN
22,7000477,20,18,10100,22783,5.43,192.168.1.110,10.0.0.5,BENIGN
554,664266,8,31,1086,19284,58.62,192.168.1.134,10.0.0.5,BENIGN
22,2712548,21,17,3125,2589,15.48,103.203.57.59,10.0.0.4,SSH-Patator
443,3464567,26,33,9842,33789,17.02,192.168.1.31,10.0.0.9,BENIGN
443,2314562,19,18,1235,25048,15.98,192.168.1.156,10.0.0.3,BENIGN
554,770341,2,35,290,25793,47.97,192.168.1.188,10.0.0.8,BENIGN
80,27239186,42,4,3122,77,1.54,45.154.255.57,10.0.0.1,DoS Hulk
22,6461579,9,5,4434,6180,2.17,192.168.1.139,10.0.0.4,BENIGN
80,6320932,6,31,1295,31314,5.85,192.168.1.226,10.0.0.1,BENIGN
80,7688350,13,1,718,90,1.69,45.154.255.83,10.0.0.1,DoS Hulk
443,1943903,12,25,1190,14171,19.02,192.168.1.34,10.0.0.7,BENIGN
53,940057,23,39,4894,45981,65.88,192.168.1.117,10.0.0.7,BENIGN
22,148584,25,4,7689,520,193.87,192.168.1.223,10.0.0.9,BENIGN
80,612339,16,26,7483,10927,68.48,192.168.1.138,10.0.0.2,BENIGN
8080,437439,1117,0,79525,0,2552.91,185.220.83.28,10.0.0.1,DDoS
80,6542993,13,2,968,195,1.99,45.154.255.163,10.0.0.1,DoS Hulk
443,806855,33,27,11497,3588,74.27,192.168.1.202,10.0.0.7,BENIGN
39400,4913,2,0,54,0,398.95,194.26.29.190,10.0.0.2,PortScan
554,2015307,5,14,1569,8503,9.42,192.168.1.106,10.0.0.8,BENIGN
8080,398460,742,0,33936,0,1861.7,185.220.12.65,10.0.0.1,DDoS
554,4340358,27,32,12663,37262,13.59,192.168.1.16,10.0.0.4,BENIGN
8080,782055,33,10,7172,13448,54.91,192.168.1.92,10.0.0.5,BENIGN
443,83503,1162,0,48255,0,13898.97,185.220.152.218,10.0.0.1,DDoS
443,847801,9,9,4074,10081,21.21,192.168.1.27,10.0.0.5,BENIGN
80,24559553,16,3,912,82,0.65,45.154.255.67,10.0.0.1,DoS Hulk
53,2783434,5,31,2176,30995,12.93,192.168.1.166,10.0.0.2,BENIGN
32413,3691,1,0,48,0,527.53,194.26.29.174,10.0.0.2,PortScan
80,2243240,16,7,7162,3668,10.25,192.168.1.45,10.0.0.1,BENIGN
80,25035445,57,2,2172,141,2.28,45.154.255.12,10.0.0.1,DoS Hulk
22,240330,23,24,10145,25087,194.75,192.168.1.86,10.0.0.4,BENIGN
22,644015,19,16,6255,15719,54.26,192.168.1.31,10.0.0.1,BENIGN
8080,3130222,19,21,7980,26948,12.77,192.168.1.182,10.0.0.9,BENIGN
8080,330573,1554,0,112113,0,4699.5,185.220.179.190,10.0.0.1,DDoS
22,1146180,33,14,15298,10711,40.97,192.168.1.35,10.0.0.4,BENIGN
443,405159,1163,0,49785,0,2869.76,185.220.38.102,10.0.0.1,DDoS
8080,1675617,13,18,3641,3144,18.49,192.168.1.57,10.0.0.8,BENIGN
8080,311988,9,18,2744,10014,86.27,192.168.1.89,10.0.0.7,BENIGN
53,489435,25,11,9676,14092,73.4,192.168.1.201,10.0.0.3,BENIGN
554,38974,5,23,1659,18291,700.45,192.168.1.215,10.0.0.2,BENIGN
80,6713923,55,3,3610,164,8.19,45.154.255.151,10.0.0.1,DoS Hulk
554,679180,14,29,6776,27014,63.22,192.168.1.190,10.0.0.3,BENIGN
443,1125180,33,10,9999,10434,38.18,192.168.1.47,10.0.0.8,BENIGN
53,405611,8,15,2293,15978,56.57,192.168.1.146,10.0.0.7,BENIGN
80,348005,2096,0,113729,0,6021.17,185.220.195.211,10.0.0.1,DDoS
8080,4748726,28,27,5007,7055,11.58,192.168.1.92,10.0.0.3,BENIGN
8443,14094258,37,40,35170,11074,5.25,198.51.100.122,10.0.0.3,Infiltration
8080,811727,19,33,2202,7248,63.98,192.168.1.123,10.0.0.8,BENIGN
8080,206150,1810,0,96254,0,8775.76,185.220.183.153,10.0.0.1,DDoS
554,599328,10,31,3048,15570,68.3,192.168.1.85,10.0.0.2,BENIGN
22,1909272,12,14,2626,5718,13.61,192.168.1.55,10.0.0.9,BENIGN
80,19969384,78,1,6308,57,3.91,45.154.255.77,10.0.0.1,DoS Hulk
80,1306621,7,37,3415,25495,33.65,192.168.1.233,10.0.0.7,BENIGN
51610,3720,2,0,54,0,523.44,194.26.29.64,10.0.0.2,PortScan
443,3326901,20,9,7906,8896,8.71,192.168.1.105,10.0.0.3,BENIGN
80,2980460,14,8,6027,4143,7.38,192.168.1.129,10.0.0.9,BENIGN
22,12500807,20,34,6152,19245,4.32,192.168.1.185,10.0.0.2,BENIGN
21,874646,31,30,3187,3849,70.8,103.203.57.160,10.0.0.4,SSH-Patator
8080,175644,30,13,1960,12932,243.43,192.168.1.98,10.0.0.3,BENIGN
554,2979257,22,30,4325,4751,17.45,192.168.1.204,10.0.0.1,BENIGN
8080,673013,23,26,9251,12430,72.7,192.168.1.47,10.0.0.7,BENIGN
80,1613079,25,35,6582,9814,37.17,192.168.1.16,10.0.0.8,BENIGN
443,447717,29,18,8547,24152,104.74,192.168.1.164,10.0.0.4,BENIGN
80,1550208,28,22,6966,9388,32.23,192.168.1.234,10.0.0.1,BENIGN
53,1940460,19,6,2547,7051,12.88,192.168.1.23,10.0.0.5,BENIGN
443,937276,2,16,748,8041,19.18,192.168.1.38,10.0.0.8,BENIGN
554,382743,29,28,4758,11246,148.54,192.168.1.143,10.0.0.6,BENIGN
443,431965,2,15,789,19080,39.26,192.168.1.164,10.0.0.6,BENIGN
554,7412551,8,24,2998,28949,4.32,192.168.1.40,10.0.0.1,BENIGN
80,1334759,34,28,10633,11427,46.42,192.168.1.110,10.0.0.8,BENIGN
443,142313,22,21,9937,17162,300.04,192.168.1.151,10.0.0.3,BENIGN
8080,5336041,29,6,10070,6231,6.56,192.168.1.15,10.0.0.4,BENIGN
8080,2734601,19,26,9694,3684,16.45,192.168.1.168,10.0.0.9,BENIGN
8080,329495,1913,0,117049,0,5804.09,185.220.82.32,10.0.0.1,DDoS
49455,4060,1,0,47,0,480.68,194.26.29.192,10.0.0.2,PortScan
80,873831,13,32,5249,32813,51.44,192.168.1.108,10.0.0.1,BENIGN
22,719023,33,22,3669,12562,76.39,192.168.1.219,10.0.0.3,BENIGN
443,408181,664,0,44336,0,1626.33,185.220.153.46,10.0.0.1,DDoS
80,220736,2284,0,146846,0,10342.49,185.220.246.210,10.0.0.1,DDoS
53,1275035,2,6,582,6289,6.27,192.168.1.182,10.0.0.8,BENIGN
80,4997828,31,35,12750,25438,13.2,192.168.1.108,10.0.0.5,BENIGN
21,883068,27,24,2676,3614,61.08,103.203.57.7,10.0.0.4,SSH-Patator
53,1438082,34,12,5518,14777,31.96,192.168.1.133,10.0.0.9,BENIGN
22,290053,21,22,5666,28403,147.74,192.168.1.94,10.0.0.3,BENIGN
53,1105244,22,31,2705,18196,47.91,192.168.1.213,10.0.0.8,BENIGN
8080,2946006,2,23,597,4432,8.48,192.168.1.75,10.0.0.2,BENIGN
80,906149,10,19,707,18715,31.97,192.168.1.21,10.0.0.2,BENIGN
554,62960,18,34,7750,34796,813.0,192.168.1.16,10.0.0.9,BENIGN
80,55162,18,17,6792,18490,623.2,192.168.1.162,10.0.0.7,BENIGN
8080,369073,10,39,3091,47363,132.41,192.168.1.15,10.0.0.7,BENIGN
22,2720622,32,29,2573,4327,23.52,103.203.57.11,10.0.0.4,SSH-Patator
53,1755719,27,12,6162,9495,22.2,192.168.1.106,10.0.0.3,BENIGN
8080,7283989,7,33,603,17987,5.49,192.168.1.215,10.0.0.8,BENIGN
80,1667777,15,17,5286,3478,19.18,192.168.1.93,10.0.0.7,BENIGN
22,36465,28,31,9033,33797,1574.8,192.168.1.168,10.0.0.7,BENIGN
554,10974947,9,28,4469,26882,3.37,192.168.1.91,10.0.0.9,BENIGN
80,14363560,44,1,3875,56,3.06,45.154.255.113,10.0.0.1,DoS Hulk
8080,345336,32,13,7110,4204,129.93,192.168.1.101,10.0.0.9,BENIGN
43340,1395,1,0,56,0,1336.96,194.26.29.162,10.0.0.2,PortScan
443,263110,441,0,19459,0,1675.47,185.220.136.12,10.0.0.1,DDoS
443,11683,3,19,1361,18861,1734.56,192.168.1.95,10.0.0.6,BENIGN
443,90442,7,7,1281,5179,153.1,192.168.1.18,10.0.0.6,BENIGN
80,3768500,19,33,8901,13577,13.79,192.168.1.28,10.0.0.2,BENIGN
554,1377760,2,27,825,20671,21.03,192.168.1.201,10.0.0.4,BENIGN
22,392680,13,19,3118,13461,81.28,192.168.1.227,10.0.0.1,BENIGN
443,611463,33,34,16877,11906,109.39,192.168.1.43,10.0.0.4,BENIGN
8443,14321873,81,65,37553,17673,11.31,198.51.100.185,10.0.0.3,Infiltration
80,17662485,42,4,4018,197,2.38,45.154.255.56,10.0.0.1,DoS Hulk
80,269567,12,5,2701,2535,62.83,192.168.1.93,10.0.0.2,BENIGN
502,9692332,87,40,53961,50961,17.95,198.51.100.106,10.0.0.3,Infiltration
8080,2366297,12,22,6019,10166,14.36,192.168.1.184,10.0.0.9,BENIGN
8080,558960,34,7,6362,9622,73.22,192.168.1.57,10.0.0.3,BENIGN
443,3819664,16,12,4969,2506,7.33,192.168.1.117,10.0.0.1,BENIGN
53,302771,14,19,4329,6798,108.63,192.168.1.43,10.0.0.6,BENIGN
443,11486026,42,24,31422,12226,7.31,198.51.100.176,10.0.0.3,Infiltration
8080,249128,816,0,62784,0,3274.1,185.220.251.219,10.0.0.1,DDoS
21,2172649,16,14,2506,2290,14.72,103.203.57.158,10.0.0.4,SSH-Patator
443,451391,1416,0,109341,0,3136.27,185.220.141.51,10.0.0.1,DDoS
554,38209,23,33,8074,19516,1428.24,192.168.1.180,10.0.0.3,BENIGN
21,2557142,18,15,2077,1393,14.07,103.203.57.139,10.0.0.4,SSH-Patator
22,468164,15,39,1434,10999,115.1,192.168.1.51,10.0.0.9,BENIGN
554,1963521,30,37,12061,44385,34.1,192.168.1.130,10.0.0.8,BENIGN
8080,1438442,34,32,15142,16494,45.85,192.168.1.234,10.0.0.5,BENIGN
554,7618114,12,36,5046,34274,6.3,192.168.1.169,10.0.0.6,BENIGN
53,1509548,14,8,5186,5352,14.56,192.168.1.163,10.0.0.4,BENIGN
443,1074650,2,18,528,15161,18.59,192.168.1.18,10.0.0.6,BENIGN
8080,3349763,16,33,4286,41001,14.62,192.168.1.231,10.0.0.2,BENIGN
554,6832158,8,28,1185,18017,5.27,192.168.1.63,10.0.0.5,BENIGN
443,4029733,19,31,1451,5475,12.4,192.168.1.225,10.0.0.2,BENIGN
80,208024,19,12,4268,2796,148.31,192.168.1.158,10.0.0.1,BENIGN
80,1213396,32,22,16341,27419,44.47,192.168.1.167,10.0.0.3,BENIGN
8080,1799523,22,26,7494,12572,26.66,192.168.1.78,10.0.0.1,BENIGN
80,260389,1297,0,100149,0,4979.09,185.220.225.78,10.0.0.1,DDoS
443,1774830,27,18,12473,17027,25.34,192.168.1.174,10.0.0.7,BENIGN
80,457276,1834,0,118983,0,4009.82,185.220.135.222,10.0.0.1,DDoS
53,335357,12,12,1756,6954,71.35,192.168.1.65,10.0.0.2,BENIGN
443,6358398,51,41,25370,26168,16.04,198.51.100.60,10.0.0.3,Infiltration
22,2070834,27,30,4305,4004,27.51,192.168.1.141,10.0.0.6,BENIGN
80,93583,15,24,7242,30372,412.33,192.168.1.207,10.0.0.2,BENIGN
554,571655,10,39,4932,51696,85.57,192.168.1.94,10.0.0.6,BENIGN
443,184635,30,22,3268,14322,280.12,192.168.1.42,10.0.0.2,BENIGN
8080,314660,1188,0,52174,0,3774.3,185.220.123.234,10.0.0.1,DDoS
8080,3238818,6,14,2119,9389,6.17,192.168.1.20,10.0.0.2,BENIGN
53,2715255,12,21,1133,11614,12.15,192.168.1.218,10.0.0.2,BENIGN
53,344701,24,30,8079,12284,156.2,192.168.1.155,10.0.0.4,BENIGN
22,47381,11,15,3652,13512,537.39,192.168.1.183,10.0.0.9,BENIGN
54969,3247,1,0,44,0,597.53,194.26.29.224,10.0.0.2,PortScan
80,321227,878,0,67501,0,2732.41,185.220.77.161,10.0.0.1,DDoS
8080,3352600,27,26,9711,8955,15.8,192.168.1.11,10.0.0.7,BENIGN
443,184469,18,3,8663,3014,113.23,192.168.1.10,10.0.0.1,BENIGN
443,789958,6,5,575,6935,13.91,192.168.1.37,10.0.0.1,BENIGN
22,396823,24,36,10866,30183,150.82,192.168.1.48,10.0.0.9,BENIGN
80,1876593,30,4,11544,3727,18.11,192.168.1.18,10.0.0.7,BENIGN
30491,2770,1,0,46,0,696.86,194.26.29.31,10.0.0.2,PortScan
80,708453,27,22,11640,8915,69.07,192.168.1.208,10.0.0.5,BENIGN
80,1601417,12,18,3112,23891,18.72,192.168.1.40,10.0.0.5,BENIGN
8080,1950776,13,18,5933,3559,15.88,192.168.1.43,10.0.0.7,BENIGN
80,1486702,23,36,6973,27692,39.66,192.168.1.163,10.0.0.7,BENIGN
554,2768734,30,10,5427,11824,14.44,192.168.1.159,10.0.0.6,BENIGN
443,403997,29,33,4065,26348,153.09,192.168.1.29,10.0.0.1,BENIGN
554,27426,25,8,9530,8539,1160.89,192.168.1.176,10.0.0.8,BENIGN
443,3438159,12,32,1244,41661,12.79,192.168.1.47,10.0.0.2,BENIGN
8080,5127169,11,37,1084,25050,9.36,192.168.1.58,10.0.0.6,BENIGN
53,3929810,18,26,5862,22672,11.19,192.168.1.187,10.0.0.1,BENIGN
8080,269817,32,33,14748,16987,240.01,192.168.1.58,10.0.0.7,BENIGN
443,132577,1292,0,58205,0,9737.89,185.220.12.201,10.0.0.1,DDoS
53,5427473,5,4,2484,3943,1.66,192.168.1.231,10.0.0.5,BENIGN
